index,0,1,2,3,4,5
69,"945 - MAKSIMAINEN Ville
HOKA ONE ONE TEAM FINLAND",V1H,21,27:47:49,07:03:33,Finlandia
70,"469 - GRANT Sophie
BETA RUNNING TEAM",SEF,7,27:51:07,07:06:51,Reino Unido
71,"528 - KLEIN Guillaume
ESTY",SEH,38,28:00:15,07:15:59,Francia
72,"315 - GEZELA Mariusz
TJ EUFORIABIEGACZA.PL",SEH,39,28:09:44,07:25:28,Polonia
73,"49 - LECOMTE Emilie
ASJ74",SEF,8,28:10:03,07:25:47,Francia
74,"573 - CERDEIRA Frederico
MONSANTO RUNNING TEAM",SEH,40,28:12:07,07:27:51,Portugal
75,"615 - BAVIERA PASCUAL Agustín
CORREMON TRAIL",SEH,41,28:20:23,07:36:07,España
76,"637 - SORARRAIN Eñaut
OARGI",SEH,42,28:20:36,07:36:20,España
77,"503 - DUMONT Clement
ASIA TRAIL",V1H,22,28:20:48,07:36:32,Francia
78,"464 - TORTINI Riccardo
SPIRITO TRAIL // rabbitTRAILelite",SEH,43,28:21:02,07:36:46,Italia
79,"530 - NADRI Samir
CAP GARONNE",ESH,1,28:21:05,07:36:49,Francia
80,"747 - ACHARD Benjamin
Tête d'Or Runners / CAF Lyon - Villeurbanne",SEH,44,28:24:16,07:40:00,Francia
81,"559 - GOUTTEVIN Nicolas
TEAM ENDURANCE SHOP 13 / AIX ATHLE PROVENCE",SEH,45,28:32:42,07:48:26,Francia
82,"664 - RIBEIRO Tiago
ORALKLASS-AMIGOS DO TRAIL",SEH,46,28:34:16,07:50:00,Portugal
83,"597 - TARISSAN Julien
CAF ANNECY",SEH,47,28:34:47,07:50:31,Francia
84,"788 - CUESTA CALVO Roberto
BURGALESES EN EL RUNNING. SPORTEATE.",SEH,48,28:37:01,07:52:45,España
85,312 - BARRAU Fabien,SEH,49,28:38:40,07:54:24,Francia
86,96 - HENRIQUES Nathalie,V1F,5,28:38:57,07:54:41,Francia
87,781 - GUSTAFSSON Johan,V1H,23,28:39:13,07:54:57,Suecia
88,2851 - WAŁCZYK Krzysztof,SEH,50,28:40:12,07:55:56,Polonia
89,569 - SELMOUNI Ali,SEH,51,28:40:57,07:56:41,Argelia
90,"499 - SASS Alexander
CMBM",V1H,24,28:45:11,08:00:55,Alemania
91,"500 - SORIANO Olivier
RACING LETI - ENDURANCE SHOP ECHIROLLES",V1H,25,28:46:11,08:01:55,Francia
92,"954 - GIRARD Ludovic
CAP BOLLENE",V1H,26,28:48:43,08:04:27,Francia
93,"69 - NIMES PEREZ Teresa
COMPRESSPORT INTERNACIONAL",SEF,9,28:50:12,08:05:56,España
94,374 - TANG Lei,SEH,52,28:51:26,08:07:10,Canadá
95,"466 - NIWA Kaori
SALOMON",V1F,6,28:52:10,08:07:54,Japón
96,"722 - KAMENDY Marian
Forcarunning",V1H,27,29:03:35,08:19:19,Eslovaquia
97,"618 - GIORDANO Ivan
PODISTICA CANALET",SEH,53,29:06:51,08:22:35,Italia
98,114 - THIERY Benoit,SEH,54,29:09:11,08:24:55,Francia
99,"655 - SAULO Alberto
Team Marguareis",V1H,28,29:10:47,08:26:31,Italia
100,"80 - FORNONI Daniele
TRAILMARKET RACING TEAM",V1H,29,29:11:29,08:27:13,Italia
101,622 - VAN ZYL Andre-Hugo,SEH,55,29:14:03,08:29:47,Sudáfrica
102,"99 - KINNEGIM Irene
TEAM RAIDLIGHT NL-B",V1F,7,29:16:34,08:32:18,Países Bajos
103,"488 - ZALEJSKI Nicolas
MACADAM07",SEH,56,29:20:05,08:35:49,Francia
104,"624 - NORMANDEAU Yanick
LA CLINIQUE DU COUREUR",V1H,30,29:22:39,08:38:23,Canadá
105,"767 - IGLESIAS MARTELL José Luis
C4 CACERES",V1H,31,29:23:10,08:38:54,España
106,724 - ALFAGEME Nicolas,V1H,32,29:24:50,08:40:34,Argentina
107,"512 - GALOSI Carlos-Charly
CLUB ANDINO BARILOCHE",V1H,33,29:24:53,08:40:37,Argentina
108,"647 - FERNANDEZ REIG Pau
A.E.MOUNTAIN RUNNERS DEL BERGUEDA",SEH,57,29:27:52,08:43:36,España
109,"304 - VILASECA Manuela
BUFF PRO TEAM",SEF,10,29:28:05,08:43:49,Brasil
110,"109 - RUIZ OLLER Lluis
NONSTOP MINIMALIST RUNNERS",SEH,58,29:28:06,08:43:50,España
111,787 - CHIANESE Alexandre,SEH,59,29:30:52,08:46:36,Francia
112,"2819 - ERNE dominik erne
TRIATHLON CLUB DE GENEVE",SEH,60,29:31:05,08:46:49,Suiza
113,373 - DUNIAGUE Julien,SEH,61,29:33:42,08:49:26,Francia
114,"757 - ØDERUD Thomas
KRISTIANSAND LOPEKLUBB",SEH,62,29:41:47,08:57:31,Noruega
115,"806 - CARRERAS Enric
U.E.SANT JOAN DE LES ABADESSES",V1H,34,29:43:19,08:59:03,España
116,739 - WHITEFORD John,SEH,63,29:44:52,09:00:36,Nueva Zelandia
117,"525 - ROBERT Kévin
ACF ALSTOM",SEH,64,29:48:54,09:04:38,Francia
118,604 - DORPH Joseph,SEH,65,29:49:21,09:05:05,Australia
119,"653 - CARVALHO-DA COSTA Artur-Jorge
DESNIVEL POSITIVO",V1H,35,29:50:42,09:06:26,Portugal
120,"549 - STACE Edward
OXFORD UNIVERSITY CROSS COUNTRY CLUB",SEH,66,29:51:58,09:07:42,Nueva Zelandia
121,"760 - CHALMEAU Stephane
CAP ENDURANCE",V1H,36,29:53:10,09:08:54,Francia
122,"976 - LLOP XIRAU Bernat
MONTSENY MAASAIS",SEH,67,29:54:34,09:10:18,España
123,983 - LASPARETS Nicolas,SEH,68,29:58:17,09:14:01,Francia
124,749 - GERBER Loïc,SEH,69,30:06:39,09:22:23,Suiza
125,"551 - TOFFOLI Piero
//",V2H,1,30:08:44,09:24:28,Italia
126,366 - STREIT Patrick,V1H,37,30:10:08,09:25:52,Suiza
127,"572 - BARACH Thomas
VAL THORENS",SEH,70,30:11:27,09:27:11,Francia
128,"48 - MEEK Jo
SCOTT RUNNING",V1F,8,30:16:38,09:32:22,Reino Unido
129,972 - PRUVOT Jerome,V1H,38,30:17:39,09:33:23,Francia
130,"748 - DZIUBAN Łukasz
ZAPOROWY MARATON / GOPR",SEH,71,30:20:17,09:36:01,Polonia
131,"1065 - PAVIC Branislav
SRK ALBA / AK SLOBODA",SEH,72,30:21:57,09:37:41,Suecia
132,521 - GAJOS Daniel,V1H,39,30:22:32,09:38:16,Polonia
133,"533 - DRILLING Carsten
NON-STOP-ULTRA BRAKEL",V1H,40,30:22:41,09:38:25,Alemania
134,563 - MORGAN Kristian,V1H,41,30:28:22,09:44:06,Reino Unido
135,719 - HEINE Patrick,SEH,73,30:29:02,09:44:46,Estados Unidos
136,"543 - FERRETTO Alberto
ASD SKYLAKES",SEH,74,30:30:57,09:46:41,Italia
137,"882 - KRASNOUSOV Victor
RUNNERS SIBERIA",SEH,75,30:37:16,09:53:00,Rusia
138,738 - HENDRICKX Jurgen,SEH,76,30:37:28,09:53:12,Bélgica
139,998 - YAKOVLEV Sergey,V1H,42,30:38:01,09:53:45,Kazajstán
140,"371 - MOLDOVEANU Daniel
GENEVA RUNNERS",SEH,77,30:39:59,09:55:43,Suiza
141,"2836 - POVEA Yanis
Technique Extrême",SEH,78,30:49:36,10:05:20,Venezuela
142,"591 - PIQUERES PETITE Francisco Antonio
FUENTES&CALVENTE/NATURA",V1H,43,30:51:23,10:07:07,España
143,"700 - VALLE RODRIGUEZ Jose Luis
C.A.TAYMORY-SPIRIDON",V1H,44,30:52:14,10:07:58,España
144,"540 - MACINTOSH Keith
WIMBLEDON WINDMILERS",V1H,45,30:53:10,10:08:54,Reino Unido
145,"495 - MORAIS Benek
AMCF-ARRABIDA TRAIL TEAM",V1H,46,30:56:15,10:11:59,Portugal
146,"1386 - HURDLE Richard
CIRENCESTER AC",V1H,47,30:57:25,10:13:09,Reino Unido
147,"475 - FERREIRA Carlos
DR. MERINO/4MOOVE",SEH,79,31:02:34,10:18:18,Portugal
148,862 - ITURRALDE Iñigo,SEH,80,31:09:49,10:25:33,España
149,"384 - ALLEN Rob
KESWICK AC",V1H,48,31:14:05,10:29:49,Reino Unido
150,568 - HAUSER Xavier,,81,31:15:30,10:31:14,Francia
151,"564 - PHEZ Jérémy
UNI POUR L'AUTONOMIE",SEH,82,31:22:30,10:38:14,Francia
152,"674 - HOLZER Pascal
STV BALTSCHIEDER",V1H,49,31:23:00,10:38:44,Suiza
153,"756 - BATATA Daniel
ATLETISMO CLUBE DA TOCHA",SEH,83,31:23:35,10:39:19,Portugal
154,744 - QU Shuai,SEH,84,31:25:49,10:41:33,China
155,"541 - RODRÍGUEZ BERMÚDEZ Xoan
TOXIZA",V2H,2,31:25:51,10:41:35,España
156,1035 - BONNE Sébastien,SEH,85,31:27:12,10:42:56,Francia
157,"830 - FUJII Masahiko
ASAO SPORTS PHYSIO CENTER",SEH,86,31:27:45,10:43:29,Japón
158,"65 - XIANG Fuzhao
TOREAD",SEF,11,31:29:47,10:45:31,China
159,1372 - PERRIER Martin,SEH,87,31:31:20,10:47:04,Francia
160,"865 - EMBIT François
GRAOULLY AVENTURE",V1H,50,31:34:19,10:50:03,Francia
161,316 - BONNARD Julien,SEH,88,31:34:21,10:50:05,Francia
162,"88 - RUSH Holly
ASICS UK FRONTRUNNER",V1F,9,31:34:23,10:50:07,Reino Unido
163,"666 - MARSHALL Jeff
ADIDAS TERREX",SEH,89,31:36:14,10:51:58,Estados Unidos
164,1832 - MIGNOT Paul,SEH,90,31:41:26,10:57:10,Países Bajos
165,571 - SÉNÉCHAL Julien,SEH,91,31:41:27,10:57:11,Francia
166,"306 - CHAMPION Sébastien
TEAM FREEXION - RUNNING CONSEIL BREST",SEH,92,31:42:17,10:58:01,Francia
167,"695 - FEIK Andrej
GERIATRIX RUDLOVA",V1H,51,31:42:46,10:58:30,Eslovaquia
168,1015 - TOMALSKI Marcin,SEH,93,31:43:31,10:59:15,Polonia
169,"685 - BENAMATI John
correcaminos solidarios tenerife",V1H,52,31:43:52,10:59:36,Italia
170,"833 - KARCAK Juraj
LONGFORD AC",V1H,53,31:44:06,10:59:50,Eslovaquia
171,"783 - REBELO Rui
DR. MERINO/ 4MOOVE",SEH,94,31:44:26,11:00:10,Portugal
172,"734 - MORTIMER Peter
HASH HOUSE HARRIERS",SEH,95,31:45:03,11:00:47,Reino Unido
173,"725 - CAMPS PALMÉS Esteve
COLLBAIX",V1H,54,31:46:18,11:02:02,España
174,"379 - KRUTKRONGCHAI Knattapisit
AIA VITALITY",V1H,55,31:49:32,11:05:16,Tailandia
175,520 - ROBLIN Leo,SEH,96,31:50:25,11:06:09,Francia
176,"811 - BAUDRAS Damien
TEAM TRAILERS DU VEXIN",V1H,56,31:50:32,11:06:16,Francia
177,"619 - LOCHER Laurent
EAA BONNEVILLE",V1H,57,31:51:58,11:07:42,Francia
178,"1400 - NOSAL Vladimir
FATRANSKI VLCI",V1H,58,31:52:00,11:07:44,Eslovaquia
179,"1491 - MERCADER VILA Ernest
COS 360 SPORT&HEALTH",V1H,59,31:52:40,11:08:24,España
180,838 - REQUENA Jordi,SEH,97,31:53:47,11:09:31,España
181,"566 - MAZERAND Mathieu
MAGUELONE / IBEX",V1H,60,31:54:49,11:10:33,Francia
182,836 - CARRERAS CARBONELL Josep,SEH,98,31:56:17,11:12:01,España
183,"784 - ALFONSO UCHER Ximo
AITANA TRAIL TEAM",V1H,61,31:57:14,11:12:58,España
184,1058 - FATON Laurent,V1H,62,31:57:39,11:13:23,Francia
185,578 - WATTS Amelia,SEF,12,31:57:47,11:13:31,Reino Unido
186,"872 - MARCONI Luca
ASD KINOMANA",V1H,63,31:57:49,11:13:33,Italia
187,"735 - BRINGHEN Alessandro Sergio
Scienze Motorie Lab",V1H,64,32:00:49,11:16:33,Italia
188,"914 - PIECHA Artur
HERCOG RUNNING TEAM",V1H,65,32:04:58,11:20:42,Polonia
189,"2842 - SALAS Dani
MALIFT MALLORCA TRAIL",SEH,99,32:05:43,11:21:27,España
190,"852 - HACKEL Robert
DOA",V1H,66,32:06:18,11:22:02,Alemania
191,"708 - BERNAD BLASCO Israel
IN BIKE",V1H,67,32:06:39,11:22:23,España
192,654 - JOUIN Frederick,V1H,68,32:06:54,11:22:38,Canadá
193,"789 - GRANGEREAU Etienne
UA SOCIETE GENERALE",SEH,100,32:07:03,11:22:47,Francia
194,792 - GEORGET Manuel,V1H,69,32:07:53,11:23:37,Francia
195,609 - JUDA Witold,V1H,70,32:09:14,11:24:58,Polonia
196,"91 - LINDQVIST Morgan
Run Crew",SEH,101,32:09:22,11:25:06,Suecia
197,601 - STEIDL Alexander,SEH,102,32:10:37,11:26:21,Austria
198,"669 - PREMONT Nicolas
DMA",SEH,103,32:16:10,11:31:54,Francia
199,930 - VEZENTAN Laurentiu,V1H,71,32:16:48,11:32:32,Rumania
200,"793 - GUIBERT Mathieu
RAIDLIGHT",V1H,72,32:17:25,11:33:09,Francia
201,"770 - MENDIRI WATTS Javier
A.D. GRUPO MONTAÑA PEGASO",V1H,73,32:18:39,11:34:23,España
202,"1027 - PARKKONEN Johannes
SAMBA TRAIL RUNNING CLUB",V1H,74,32:19:14,11:34:58,Finlandia
203,661 - PEREZ MILLAN Oscar,SEH,104,32:20:07,11:35:51,España
204,"318 - TAM Chun Fung
TEAM COLUMBIA HONG KONG",SEH,105,32:22:28,11:38:12,HK
205,665 - CARO Alexandre,V1H,75,32:23:18,11:39:02,Francia
206,1126 - RUIZ Matthieu,SEH,106,32:24:55,11:40:39,Francia
207,675 - MENGIN Vincent,SEH,107,32:25:19,11:41:03,Francia
208,"929 - PLA PERERNAU Eduard
MOUNTAIN RUNNERS DEL BERGUEDA",V1H,76,32:28:12,11:43:56,España
209,690 - BERNA Marie,V1F,10,32:31:56,11:47:40,Francia
210,"523 - ROCHA Nuno
NATURAL FORCE",V1H,77,32:37:40,11:53:24,Portugal
211,"871 - KUBO Nobuhito
EUREX FIELDS-ON-EARTH.COM",V1H,78,32:40:31,11:56:15,Japón
212,771 - GARNERO Costanzo,SEH,108,32:41:27,11:57:11,Italia
213,"599 - NUNEZ GARCIA Javier
GUADATRAIL",V1H,79,32:41:57,11:57:41,España
214,"557 - TRAN Duy Quang
VNG - Embracing Challenges",SEH,109,32:46:12,12:01:56,Viet Nam
215,"751 - REYES FERNANDEZ Francisco Javier
CLUB MARATON LUCENA",V1H,80,32:47:02,12:02:46,España
216,704 - DEVOS Jimmy,V1H,81,32:49:44,12:05:28,Bélgica
217,686 - NAPAST Francisek,V1H,82,32:50:20,12:06:04,Eslovenia
218,"2815 - BARLOW Tommy
WASATCH MOUNTAIN WRANGLERS",SEH,110,32:52:57,12:08:41,Estados Unidos
219,"552 - CRAIG Carrie
HUNTERS BOG TROTTERS",SEF,13,32:53:18,12:09:02,Reino Unido
220,"561 - MILANI Paolo
OSA VALMADRERA",V1H,83,32:53:36,12:09:20,Italia
221,633 - JIANG Liangzhi,SEH,111,32:55:25,12:11:09,China
222,"895 - JEŽ Roman
TOPATLET TRAIL RASICA",V2H,3,32:55:32,12:11:16,Eslovenia
223,799 - GRUCKER Laurent,V1H,84,32:55:55,12:11:39,Francia
224,"311 - TRISTANTE Alberto
AU VIEUX CAMPEUR PARIS",V1H,85,32:56:38,12:12:22,España
225,663 - GUICHARDOT Vincent,SEH,112,32:57:12,12:12:56,Francia
226,"670 - VIDIČ Uroš
PK IDRIJA",V1H,86,32:57:40,12:13:24,Eslovenia
227,"317 - BERNARD Nicolas
A.L.ECHIROLLE",SEH,113,32:58:03,12:13:47,Francia
228,"831 - PRZYBYLSKI Łukasz
KS IDMAR",SEH,114,33:01:25,12:17:09,Polonia
229,1118 - EGLI Daniel,V2H,4,33:05:39,12:21:23,Suiza
230,697 - POMMARD Nicolas,SEH,115,33:06:59,12:22:43,Francia
231,"103 - MARTIN-CONSANI Debbie
CENTURION RUNNING ULTRA TEAM",V1F,11,33:15:40,12:31:24,Reino Unido
232,"786 - ADELANTADO GUITART Eleuteri
ASS.ESP. MOUNTAIN RUNNERS DEL BERGUEDA",V2H,5,33:17:28,12:33:12,España
233,"567 - MONDEJAR VERDU Juan
GRUP MUNTANYA MONOVER",V1H,87,33:19:14,12:34:58,España
234,"1476 - HORVATH Mark
WATERGRASSHILL AC",SEH,116,33:20:16,12:36:00,Hungría
235,1013 - STACCHETTI Pierino,V3H,1,33:20:26,12:36:10,Italia
236,"840 - WIELUNS Zachary
TRAIL MONSTER RUNNING",SEH,117,33:21:16,12:37:00,Estados Unidos
237,"605 - SOVERESAN Andrei-Gratian
Laitek Romania",SEH,118,33:23:06,12:38:50,Rumania
238,479 - ROEHRL Caroline,SEF,14,33:23:35,12:39:19,Suiza
239,"550 - LAYSON Andrew
BEROWRA BUSH RUNNERS",V2H,6,33:24:29,12:40:13,Australia
240,"968 - KAISER Roland
EISERNERHANS.COM",SEH,119,33:24:39,12:40:23,Alemania
241,"828 - NORÉN Andreas
ARE FYSIOCENTER",V1H,88,33:25:25,12:41:09,Suecia
242,"1473 - VUKOTIC Dejan
YTONG XELLA",V1H,89,33:26:01,12:41:45,Eslovenia
243,894 - HOPWOOD Paul,V2H,7,33:26:13,12:41:57,Reino Unido
244,"1183 - FAITA Marco
EIGER ULTRA TRAIL QUARTZ CLUB",V1H,90,33:28:01,12:43:45,Suiza
245,"1165 - ARAFUNE Yoshitaka
TEAM100MILE",SEH,120,33:28:38,12:44:22,Japón
246,"498 - SILVESTRE Natércia
ABCANSADO TRAIL",SEF,15,33:29:21,12:45:05,Portugal
247,1297 - LI Xin,SEH,121,33:30:04,12:45:48,China
248,"2864 - CASES LOPEZ Vicente Pascual
C. E. COLIVENC",V1H,91,33:31:17,12:47:01,España
249,785 - VITALI Didier,V1H,92,33:31:50,12:47:34,Francia
250,"628 - SANCHEZ Oscar
CLUB EXCURSIONISTA PRIORAT",SEH,122,33:32:01,12:47:45,España
251,"1159 - IWANYSZYN Tomasz
PARKRUN KATOWICE",SEH,123,33:34:22,12:50:06,Polonia
252,1187 - MACLEAN-MARTIN Neil,V1H,93,33:34:33,12:50:17,Reino Unido
253,1232 - KAPETANOVIC Tomislav,V1H,94,33:35:17,12:51:01,Croacia
254,501 - LEVESQUE Roger,SEH,124,33:35:50,12:51:34,Estados Unidos
255,"349 - MATEJCZUK Agata
KS ALASKA/COLUMBIA/SPARTEZ",SEF,16,33:36:13,12:51:57,Polonia
256,576 - CIURASZKIEWICZ Konrad,SEH,125,33:36:16,12:52:00,Polonia
257,"883 - TORRES PALAU Manuel David
C.E.M. ALQUERIES RUNNING",SEH,126,33:36:20,12:52:04,España
258,"721 - DE KESLING Ludovic
UA VILLENOY",V1H,95,33:36:48,12:52:32,Francia
259,1074 - MOSCHITZ Tom,V1H,96,33:39:40,12:55:24,Australia
260,"766 - DUNN Andy
BRISTOL AND WEST AC",V1H,97,33:40:02,12:55:46,Reino Unido
261,889 - HERRMANN Oliver,SEH,127,33:40:06,12:55:50,Suiza
262,"645 - SODERLUND Emil
CURSORES ALAND",V1H,98,33:41:17,12:57:01,Finlandia
263,845 - GUERRA LOPEZ Manuel,SEH,128,33:43:54,12:59:38,España
264,2865 - CERVANTES Jose,V1H,99,33:44:36,13:00:20,Estados Unidos
265,812 - DOIRON Guy,V1H,100,33:48:36,13:04:20,Canadá
266,1197 - CHARREAU Benoist,V1H,101,33:49:16,13:05:00,Francia
267,1258 - SAURET Hugues,SEH,129,33:50:03,13:05:47,Francia
268,1267 - DUFFY Kris,V1H,102,33:50:54,13:06:38,Reino Unido
269,"924 - GARCIA Andoni
MANUEL IRADIER M. T.",SEH,130,33:51:38,13:07:22,España
270,"678 - MORENO MORA Jacobo
ALCUDIA DE VEO TEAM",V1H,103,33:51:46,13:07:30,España
271,1574 - BICELLI Raphael,SEH,131,33:53:34,13:09:18,Francia
272,"773 - TSUI Tsz Kin
RUNNERS ATHLETIC CLUB",SEH,132,33:53:45,13:09:29,HK
273,"877 - BORREDA CAPELLA Francisco
REALENC'S TRAIL RUNNERS",V1H,104,33:55:07,13:10:51,España
274,"538 - BOUCHARD Anne
TNF Canada",V1F,12,34:01:52,13:17:36,Canadá
275,"923 - CONEJERO Miguel Ángel
TRAIL UMBRIA-LA PLANA",SEH,133,34:02:46,13:18:30,España
276,1231 - CUADRADO Raul,V1H,105,34:02:48,13:18:32,España
277,"834 - VIZZI Erik
DOCEO TECHNOSPORT TRAIL TEAM",V1H,106,34:03:36,13:19:20,Italia
278,"593 - SOLER Matias
CEE TRAIL CLUB",V1H,107,34:04:59,13:20:43,España
279,1333 - THOMPSON Richard,V1H,108,34:05:37,13:21:21,Reino Unido
280,"302 - BERGUERAND Patrice
CMBM",V2H,8,34:05:41,13:21:25,Francia
281,"820 - JOUANNAUD Benjamin
CMBM",V1H,109,34:05:43,13:21:27,Francia
282,893 - JOHNSON Bertram,V1H,110,34:06:04,13:21:48,Estados Unidos
283,"2827 - LEMOS Hélder
OCS PROAVENTURAS",SEH,134,34:06:04,13:21:48,Portugal
284,1689 - REYNAUD Stéphane,SEH,135,34:06:44,13:22:28,Francia
285,"322 - BOLLER Holger
COLUMBIA",V1H,111,34:07:29,13:23:13,Alemania
286,"2829 - MARIA Romain
RUNNING TEAM AGEN",SEH,136,34:16:36,13:32:20,Francia
