index,0,1,2,3,4,5
287,"824 - DUFOIN Florian
AS LIEBHERR",SEH,137,34:48:50,14:29:43,Francia
288,"1060 - GONÇALVES Ricardo
ADRAP",SEH,138,34:49:02,14:29:55,Portugal
289,509 - COSTECALDE Sebastien,V1H,96,34:53:41,14:34:34,Francia
290,"909 - CALMELS Stephan
CASTRIES RUNNING CLUB",V1H,97,34:53:44,14:34:37,Francia
291,637 - TOUTAIN Laurent,V2H,25,34:58:34,14:39:27,Francia
292,891 - REID Alex,SEH,139,35:01:33,14:42:26,Canadá
293,"721 - ISABELLE Teddy
RUN N TRAIL",SEH,140,35:03:28,14:44:21,Francia
294,"617 - ISABELLE Anthony
RUN N TRAIL",SEH,141,35:03:38,14:44:31,Francia
295,906 - ODA Katsuya,V2H,26,35:04:45,14:45:38,Japón
296,877 - GILBERT Dustin,V2H,27,35:05:03,14:45:56,Estados Unidos
297,613 - CHARBONNEL Pierre Antoine,SEH,142,35:05:33,14:46:26,Francia
298,"1015 - ADIJANS Kaspars
VSK NOSKRIEN",SEH,143,35:06:32,14:47:25,Letonia
299,380 - DOUGHERTY Noah,SEH,144,35:06:33,14:47:26,Estados Unidos
300,152 - PROST Géraldine,SEF,17,35:08:07,14:49:00,Francia
301,"746 - BOURGOIN Gilles
KIKOUROU",V1H,98,35:09:22,14:50:15,Francia
302,586 - WRIGHT Derek,V1H,99,35:10:15,14:51:08,Estados Unidos
303,955 - LE GUERN Vincent,V2H,28,35:11:37,14:52:30,Francia
304,"1856 - YOKOYAMA Minehiro
THE NORTH FACE",V2H,29,35:12:27,14:53:20,Japón
305,1163 - GUÉDAT Laurent,SEH,145,35:13:08,14:54:01,Francia
306,"2796 - EIDSMO Bjørnar
SKY BLAZERS",V1H,100,35:14:06,14:54:59,Noruega
307,685 - FORSTER Claudia,SEF,18,35:14:19,14:55:12,Suiza
308,"1123 - CHERNYSHEV Aleksey
RUNNING HEROES RUSSIA",V1H,101,35:14:53,14:55:46,Rusia
309,"798 - COWLEY Christopher
Pyllon Racing",SEH,146,35:17:54,14:58:47,Reino Unido
310,"735 - LI Bin
P.D.F.TRAIL",V1H,102,35:18:22,14:59:15,China
311,872 - VITRY Florent,SEH,147,35:18:32,14:59:25,Francia
312,"582 - LIAN Lingling
PATAGONIA",SEH,148,35:20:04,15:00:57,China
313,679 - PLAYER James,V1H,103,35:20:35,15:01:28,Estados Unidos
314,411 - SOCQUET Cyprien,SEH,149,35:20:54,15:01:47,Francia
315,"1625 - PINHO Nuno
SIM SUMMIT",SEH,150,35:21:35,15:02:28,Portugal
316,"1140 - DUPUICH Cedric
FREERUN 86 ULTRAMICALE",V1H,104,35:22:51,15:03:44,Francia
317,1265 - CASERO MOSQUERA Demetrio,V2H,30,35:23:14,15:04:07,España
318,"802 - RODRIGUEZ Rudy
RUNNINGCONSEILS",V2H,31,35:24:59,15:05:52,Suiza
319,396 - GELISSE Nicolas,SEH,151,35:25:21,15:06:14,Francia
320,1218 - POULIN Stephane,V1H,105,35:26:50,15:07:43,Canadá
321,"334 - GIMENO HARO Ruben
CLUB ATLETISTMO CUARTE",V1H,106,35:28:12,15:09:05,España
322,1615 - STEPANOVIC Adam,SEH,152,35:28:33,15:09:26,Estados Unidos
323,"745 - PATTEIN Laurence
Team Easyway Endurance Shop Echirolles",V1F,13,35:30:34,15:11:27,Francia
324,406 - ARNOUX Alexandre,SEH,153,35:35:37,15:16:30,Francia
325,"623 - LUCANU Adrian
FITFIRST",V1H,107,35:39:04,15:19:57,Canadá
326,"577 - MARCHUK Ilya
ULTIMATE DIRECTION",SEH,154,35:40:16,15:21:09,Polonia
327,"7 - QI Min
SALOMON",SEH,155,35:41:06,15:21:59,China
328,"779 - PORTO Francisco
HAY PUMAS",V1H,108,35:43:43,15:24:36,Brasil
329,"1110 - MORIER Janry
Trail du barlatay.ch",SEH,156,35:43:47,15:24:40,Suiza
330,"694 - MCDOWALL Andrew
OWAIRAKA",V1H,109,35:44:39,15:25:32,Nueva Zelandia
331,603 - LIDOYNE Bertrand,SEH,157,35:45:01,15:25:54,Francia
332,"1091 - WALLACE Scott
GORING ROAD RUNNERS",V1H,110,35:46:13,15:27:06,Reino Unido
333,342 - BOLLER Holger,V1H,111,35:46:23,15:27:16,Alemania
334,1358 - CANITO Cesar,V1H,112,35:46:42,15:27:35,Portugal
335,985 - CERUTTI Guillaume,SEH,158,35:47:00,15:27:53,Francia
336,"1127 - NAVIDAD GONZALEZ Juan Angel
WAPAVENTURA",V2H,32,35:47:16,15:28:09,España
337,"927 - SARGUES BORT Juan Miguel
ESCUELA DEL CORREDOR PACO MILAN",V1H,113,35:47:17,15:28:10,España
338,"864 - DELPECH Matthieu
TOAC TRIATHLON",V1H,114,35:48:07,15:29:00,Francia
339,"630 - LE ROY Julien
ENDURANCE SHOP RENAULT LANNION",SEH,159,35:49:17,15:30:10,Francia
340,1460 - FLEMR Matyas,SEH,160,35:49:36,15:30:29,República Checa
341,1168 - KOH Alex,V1H,115,35:50:24,15:31:17,Singapur
342,"930 - KWONG Hoi Tik
THOMAS & FRIEND",V1H,116,35:50:50,15:31:43,HK
343,"1450 - CHOLEWA Zbigniew
LISY PUSTYNI",V1H,117,35:50:59,15:31:52,Polonia
344,"887 - NIKOLCHEVA Boryana
BEGACH",SEF,19,35:51:07,15:32:00,Bulgaria
345,817 - LAU Chun Man,SEH,161,35:51:08,15:32:01,HK
346,1547 - ZHAO Bing,V2H,33,35:51:47,15:32:40,China
347,"597 - XIE Wenfei
SALOMON",SEF,20,35:51:49,15:32:42,China
348,1106 - HOFF Jérémy,SEH,162,35:54:31,15:35:24,Francia
349,564 - SHIGEHARA Masayuki,V1H,118,35:54:56,15:35:49,Japón
350,1204 - LOURENÇO Alexandre,V1H,119,35:56:13,15:37:06,Portugal
351,"1196 - RIEFENBERG Dan
LIBERTYVILLE RUNNING CLUB",SEH,163,35:57:40,15:38:33,Estados Unidos
352,1301 - PELLETIER Samuel,V1H,120,35:57:40,15:38:33,Francia
353,836 - ROUILLER Vincent,SEH,164,35:57:47,15:38:40,Suiza
354,"1171 - REINWALD Michael
BOTSWANA DESERT RUNNER",V1H,121,35:57:52,15:38:45,Alemania
355,419 - DECONIHOUT Jacky,V3H,3,35:58:06,15:38:59,Francia
356,1330 - BARLIAN Andre,SEH,165,35:58:58,15:39:51,Indonesia
357,"757 - BOUIX Julien
USPALAISEAU TRIATHLON",SEH,166,36:00:23,15:41:16,Francia
358,1125 - MAILLARD Yoann,SEH,167,36:01:08,15:42:01,Francia
359,"1863 - COLIN Olivier
DASSAULT SPORTS SURESNES",V1H,122,36:02:30,15:43:23,Francia
360,1065 - BOUYER Fabien,V1H,123,36:08:09,15:49:02,Francia
361,"1607 - BAGALE Dina Nath
NEPAL TRAILS RUNNERS",V1H,124,36:10:07,15:51:00,Nepal
362,"737 - SCHUMACKER Loïc
Running concept/ arel trail luxembourg",SEH,168,36:10:24,15:51:17,Bélgica
363,"954 - LABROT Philippe
BONELLIEN",V1H,125,36:10:33,15:51:26,Francia
364,"1466 - RZESZUTKO Maciej
BLAGNAC SC",V2H,34,36:14:00,15:54:53,Francia
365,"660 - CHAN Man Ha
HOKA ONE ONE",SEF,21,36:15:09,15:56:02,HK
366,1082 - KOSYK Steeve,V1H,126,36:16:19,15:57:12,Francia
367,"1359 - EZAMA IRAOLA Iker
YOKO KIROLAK TRAIL TALDEA",SEH,169,36:19:01,15:59:54,España
368,"2782 - CAMUS Renaud
USCN ATHLETISME",V1H,127,36:20:13,16:01:06,Francia
369,"1570 - GUILHEM Jean
CHAMONIX MONT-BLANC MARATHON",SEH,170,36:21:28,16:02:21,Francia
370,861 - BLUY Antoine,SEH,171,36:22:11,16:03:04,Francia
371,"1257 - CARRERA Nicola
BIELLA RUNNING",V1H,128,36:23:34,16:04:27,Italia
372,820 - CAMENISCH Thomas,V1H,129,36:23:39,16:04:32,Suiza
373,"1026 - SAROBERT Cyril
TEAM SARO",V1H,130,36:24:53,16:05:46,Francia
374,"718 - MOLINA LOPEZ Jesus
KAMPAMENTO BASE",V1H,131,36:27:03,16:07:56,España
375,"856 - JACONO David
MARSEILLE TRAIL CLUB",V1H,132,36:27:13,16:08:06,Francia
376,1213 - JÄRLSTIG Andreas,V1H,133,36:28:23,16:09:16,Suecia
377,"418 - VAN ACKER Emmanuel
CABW",V1H,134,36:28:34,16:09:27,Bélgica
378,1087 - MICHELLOD Benoit,V1H,135,36:30:23,16:11:16,Suiza
379,764 - PAURA Alessandro,SEH,172,36:30:27,16:11:20,Italia
380,376 - AGNEL Franck,V1H,136,36:31:19,16:12:12,Francia
381,"995 - MONTGOMERY-SMITH Philip
ST AUSTELL RUNNING CLUB",V1H,137,36:31:57,16:12:50,Reino Unido
382,155 - SAFT Aaron,V1H,138,36:32:27,16:13:20,Estados Unidos
383,"574 - SMITH Darian
KNOB JOGGERS",SEH,173,36:32:30,16:13:23,Estados Unidos
384,"851 - DOAT Pierre
TURBO",V2H,35,36:32:34,16:13:27,Bélgica
385,937 - ROSKOVICS Nyikolaj,V1H,139,36:33:06,16:13:59,Hungría
386,1058 - BADDILEY Nicolas,V1H,140,36:33:51,16:14:44,Australia
387,"687 - ANGELI Pierugo
LEOPODISTICA",V1H,141,36:35:24,16:16:17,Italia
388,962 - POIROT Johan,SEH,174,36:35:39,16:16:32,Francia
389,"975 - MALIS Julien
TEAM TRAIL THUIR",V1H,142,36:37:05,16:17:58,Francia
390,438 - PAROLARI Mattia,SEH,175,36:39:34,16:20:27,Italia
391,1249 - MARCIL Simon,V1H,143,36:41:18,16:22:11,Canadá
392,"1219 - YANEZ BEAS Daniel
YANEZ RUNNERS",SEH,176,36:42:16,16:23:09,España
393,"961 - MORENO-ARRONES MARTÍ Esteban
INDEPENDIENTE",V1H,144,36:42:49,16:23:42,España
394,1556 - POTT Julien,V1H,145,36:43:21,16:24:14,Suiza
395,862 - BOUSCASSE Mathieu,SEH,177,36:43:34,16:24:27,Francia
396,1613 - LÉGER Arnaud,SEH,178,36:44:44,16:25:37,Francia
397,1070 - ROBINSON Peter Iain,V1H,146,36:45:04,16:25:57,Reino Unido
398,1970 - VASSAUX Stephane,V1H,147,36:45:30,16:26:23,Francia
399,"1338 - DUBECQ Nicolas
KATCO RUNS",SEH,179,36:45:47,16:26:40,Francia
400,"1261 - POPRAWSKI Pawel
HERCOG RUNNING TEAM",SEH,180,36:46:08,16:27:01,Polonia
401,"1634 - BOUÉ Anthony
LES TROTTEURS DU PINAIL",V1H,148,36:46:10,16:27:03,Francia
402,"917 - CABALLERO ALVAREZ Gonzalo
RUNNEA.COM",V1H,149,36:46:14,16:27:07,España
403,"1318 - LEVCHENKO Nikita
RRUNS",SEH,181,36:47:20,16:28:13,Rusia
404,"325 - JULIA Gina
COLUMBIA SPAIN",V1F,14,36:48:25,16:29:18,España
405,627 - PULCINI Giorgio,V1H,150,36:49:05,16:29:58,Italia
406,"416 - STEWART Doug
MOUNTAIN FUEL",SEH,182,36:50:36,16:31:29,Reino Unido
407,"795 - BOUIGES Christophe
ASPTT BESANCON",V1H,151,36:51:12,16:32:05,Francia
408,"1391 - DZIUBIŃSKI Michał
FAMILY EXTREME",SEH,183,36:52:22,16:33:15,Polonia
409,"689 - CARDONA GOMEZ Encarna
CLUB ATLETISME DIANIUM",V1F,15,36:52:59,16:33:52,España
410,"1312 - SAMAIN Anthony
COACH RUNNING",V2H,36,36:53:36,16:34:29,Bélgica
411,1002 - BATHO David,V1H,152,36:53:42,16:34:35,Australia
412,431 - ANNALORO Christophe,SEH,184,36:54:20,16:35:13,Francia
413,"1267 - LECHANTEUR Denis
ACCRORUN",V1H,153,36:54:26,16:35:19,Francia
414,"1117 - PIANTON Nicolas
TEAM PHARMA ESCARENE",SEH,185,36:56:27,16:37:20,Francia
415,"1226 - VIEIRA MENDES João
CLUBE ATLETISMO FAFE",V1H,154,36:56:48,16:37:41,Portugal
416,1177 - JACQUOT Brice,SEH,186,36:57:26,16:38:19,Francia
417,"591 - ARANA AREXOLALEIBA Aitor
ZORTZIETAKOAK",V1H,155,36:57:43,16:38:36,España
418,831 - LI Hongxia,V1F,16,36:57:47,16:38:40,China
419,1221 - CHEN Yang,SEH,187,36:59:00,16:39:53,China
420,1538 - BONORA Mikael,V1H,156,37:01:17,16:42:10,Francia
421,"1217 - DESPESSE Jean-Marie
JC PORTOIS",V2H,37,37:02:40,16:43:33,Francia
422,1215 - WAIT Isaac,V1H,157,37:02:47,16:43:40,Estados Unidos
423,"918 - CHAFFARD Roland
SALEVE TRAIL",V2H,38,37:03:27,16:44:20,Francia
424,"772 - CHETTA David
MERCIA FELL RUNNERS",V1H,158,37:03:28,16:44:21,Reino Unido
425,"2721 - FIERRO VARGAS Paola Andrea
Adidas terrex Col",V1F,17,37:03:32,16:44:25,Colombia
426,"1079 - LOPEZ PINEL Cesar
POLICIA LOCAL DE ELCHE",V1H,159,37:05:52,16:46:45,España
427,"1004 - DERI Philippe
AIX ATHLE PROVENCE",V1H,160,37:07:03,16:47:56,Francia
428,"590 - VESSEAU Damien
AIX ATHLE PROVENCE",SEH,188,37:07:07,16:48:00,Francia
429,1251 - PAMBET Matthieu,SEH,189,37:07:12,16:48:05,Francia
430,"2831 - PUERTA Oscar
LOS PELENDONES /// ROKANEGRAS /// GAVETES /// BANZAII",V1H,161,37:07:18,16:48:11,España
431,797 - CEBULA Leszek,V1H,162,37:08:02,16:48:55,Polonia
432,774 - ALONSO FERNANDEZ Roberto,SEH,190,37:08:38,16:49:31,España
433,"791 - NONAGA Takehiro
TEAM RUSH/HINO Motors,Ltd.",SEH,191,37:10:02,16:50:55,Japón
434,"1028 - NOWICKI Franck
PASSPARTOUT TRAILER DU JOSAS",V1H,163,37:10:27,16:51:20,Francia
435,433 - DE MONTBEL Hugues,V1H,164,37:14:01,16:54:54,Francia
436,"1111 - SIKORSKI Marcin
TT SZCZECIN",V1H,165,37:15:03,16:55:56,Polonia
437,"2767 - WAGNER Thomas
HILL HUNTER RHEIN-MAIN",V2H,39,37:15:15,16:56:08,Alemania
438,1782 - GUEYTE Sebastien,V1H,166,37:15:50,16:56:43,Francia
439,"1152 - TEIJEIRO LÓPEZ Pablo
CLUB TRIATLON CORUNA",V1H,167,37:17:15,16:58:08,España
440,"1166 - BLEGVAD-NISSEN Jesper
FUSION TRAIL TEAM",V1H,168,37:17:25,16:58:18,Dinamarca
441,1348 - FUKUDA Yutaka,V2H,40,37:18:25,16:59:18,Japón
442,"371 - DOKPROM Pitak
COLUMBIA THAILAND",V1H,169,37:18:34,16:59:27,Tailandia
443,"562 - SMITH Jean Will
RANDO-TRAIL & NATURE",SEH,192,37:19:43,17:00:36,Mauricio
444,"1727 - SANAGUSTIN AGUSTIN Francisco Javier
PENA GUARA",V3H,4,37:20:28,17:01:21,España
445,"381 - PERDIGAO Sérgio
CLUBE DE MONTANHA DO FUNCHAL",V1H,170,37:20:30,17:01:23,Portugal
446,"2288 - PATZSCH Ronny
WESPSEISTARK",V1H,171,37:20:54,17:01:47,Alemania
447,1288 - SANTOS José,V1H,172,37:22:14,17:03:07,Portugal
448,"714 - SIMONE Angelo
CANI GONFI",V1H,173,37:22:52,17:03:45,Italia
449,"1342 - BOTTERO Francesco
DRAGONERO - TRAIL FOR FUN",SEH,193,37:22:52,17:03:45,Italia
450,"1410 - VORLET Michel
TUXEDOTEAM",V1H,174,37:24:09,17:05:02,Suiza
451,1438 - CROS Maxime,V1H,175,37:24:12,17:05:05,Francia
452,"1133 - DECHNIK Pierre
Les Loups",V1H,176,37:24:17,17:05:10,Francia
453,"382 - BREMZE Edgars
IZTURīBA",V1H,177,37:24:57,17:05:50,Letonia
454,"838 - LOPEZ GARCIA Rafael
AVITRAIL DEPORTES ALFONSO",V1H,178,37:27:26,17:08:19,España
455,"1054 - PASTOR CORREDOR Juan Antonio
Mentrida in Bike",V1H,179,37:27:29,17:08:22,España
456,"761 - SANCHEZ PARRA Felix
AVITRAIL DEPORTES ALFONSO",V1H,180,37:27:30,17:08:23,España
457,1530 - CAMBON Jérémy,SEH,194,37:27:30,17:08:23,Francia
458,2762 - SATO Tomohiro,SEH,195,37:27:36,17:08:29,Japón
459,"1575 - RICHARDSON Michael
LLISWERRY RUNNERS",V1H,181,37:27:54,17:08:47,Reino Unido
460,"1334 - LANGLOIS Pascal
UA SOCIETE GENERALE",V2H,41,37:28:06,17:08:59,Francia
461,1145 - MALL Mustapha,SEH,196,37:29:17,17:10:10,Francia
462,1681 - HANKUS Pawel,V1H,182,37:30:06,17:10:59,Polonia
463,"957 - O'CONNOR Richard
MADMULE FITNESS & ADVENTURE",V1H,183,37:31:18,17:12:11,Reino Unido
464,"676 - RIGAULT Julien
US ARNAGE",SEH,197,37:31:51,17:12:44,Francia
465,"1135 - HOCQUAUX Christian
ATHLE VOSG",V2H,42,37:33:33,17:14:26,Francia
466,"1413 - JAMROZIK Zbigniew
KOŁO BIEGA / RINGING CEDARS OF POLAND",V1H,184,37:34:23,17:15:16,Polonia
467,"904 - LESNIK Renato
TSD GAMS - POčASNI A DRZNI",V2H,43,37:34:44,17:15:37,Eslovenia
468,"1307 - LANGARD Jean-Michel
FAMILY FUN TRAIL",V1H,185,37:36:18,17:17:11,Francia
469,"329 - CROUIN Mickael
SPORT CONSULTING",SEH,198,37:36:33,17:17:26,Francia
470,"1417 - VICENT MARCHAN Jose Vicente
LOS MACHACA PIEDRAS",V1H,186,37:37:52,17:18:45,España
471,1323 - BLANC Frederic,V1H,187,37:38:50,17:19:43,Francia
472,1497 - CHATEAU Frederic,V1H,187,37:38:50,17:19:43,Francia
473,580 - CHERVYAKOV Alexander,SEH,199,37:39:00,17:19:53,Rusia
474,"1329 - JANIEC Mateusz
TRIWAWA",SEH,200,37:39:24,17:20:17,Polonia
475,"833 - CAO Ivan
SCUOLA DI MARATONA VITTORIO VENETO",V1H,189,37:39:58,17:20:51,Italia
476,1661 - ZYCH David,SEH,201,37:40:54,17:21:47,Francia
477,"1227 - COLLINI Isacco
IL PONTE SCANDICCI",V1H,190,37:41:16,17:22:09,Italia
478,994 - MATHELIN Cyriaque,SEH,202,37:41:47,17:22:40,Francia
479,"2832 - PUJOL Marc
UEVIC",V1H,191,37:42:33,17:23:26,España
480,787 - POKREVSKIY Aleksei,SEH,203,37:43:26,17:24:19,Rusia
481,"1078 - JIMENEZ ROQHUETT Marcelo
Scott Costa Rica",V1H,192,37:43:26,17:24:19,Costa Rica
482,"1266 - GIROUD Philippe
UAC MORESTEL /TERRE DE RUNNER BOURGOIN",V1H,193,37:43:34,17:24:27,Francia
483,"808 - LE NOIR DE CARLAN Baptiste
JC PORTOIS",SEH,204,37:44:34,17:25:27,Francia
484,"829 - FRANCO Vincent
EA CHAMBERY",SEH,205,37:45:38,17:26:31,Francia
485,408 - KAUS Alexander,SEH,206,37:45:47,17:26:40,Alemania
486,1214 - TOULON Xavier,SEH,207,37:46:14,17:27:07,Francia
487,"1010 - THOMAS Fabrice
AERE",SEH,208,37:46:51,17:27:44,Francia
488,1543 - COURCHINOUX Michel,V1H,194,37:46:59,17:27:52,Francia
489,"1017 - RODRIGUEZ SEOANE Raul
CAFES TOSCAF GMEA",SEH,209,37:47:04,17:27:57,España
490,"976 - SAVACI ARMADOR Aylin
Team Run.BO",V1F,18,37:47:06,17:27:59,Turquía
491,"754 - GANTES Ivan
CAFES TOSCAF GMEA",V1H,195,37:47:09,17:28:02,España
492,1501 - CAMPA Matjaz,V2H,44,37:47:16,17:28:09,Eslovenia
493,"1009 - PINILLOS Mikel
GAILURRA MENDI TALDEA",SEH,210,37:47:20,17:28:13,España
494,"611 - MALMSTROM Christian
IRONTEAM SWEDEN",SEH,211,37:47:33,17:28:26,Suecia
495,"1866 - LEGOWSKI Jakub
ARKA GDYNIA",SEH,212,37:48:45,17:29:38,Polonia
496,"1897 - PASIECZNIK Miłosz
MUAY RUNNING TEAM",SEH,212,37:48:45,17:29:38,Polonia
497,"1030 - AUBAGUE Raphael
CRU CHAPELLOIS",V1H,196,37:48:58,17:29:51,Francia
498,2029 - BRECELJ Rok,V1H,197,37:50:36,17:31:29,Eslovenia
499,1308 - PRENANT Alexandre,SEH,214,37:50:38,17:31:31,Francia
500,"773 - DEGUEURSE Thomas
VALMOREL TRAIL",V1H,198,37:51:48,17:32:41,Francia
501,"1515 - MOULIN Guillaume
KALENJI TEAM",SEH,215,37:51:53,17:32:46,Francia
502,"2127 - AVOTS Arnis
AVOTS",V2H,45,37:54:10,17:35:03,Letonia
503,"1357 - ETXEBERRIA KINTANA Aitor
INTXIXU TRAIL- GIRIZIA M.T.",V1H,199,37:55:13,17:36:06,España
504,"1048 - PERELLÓ PALLISER Pedro
MENORCA TRAIL CLUB ES CASTELL",V1H,200,37:55:28,17:36:21,España
505,"2210 - WAKIMURA Naoki
TEAM CHOKI",V2H,46,37:56:57,17:37:50,Japón
506,"1153 - ZOSSO François
PEWEE TEAM",V2H,47,37:57:13,17:38:06,Suiza
507,1763 - LE PORHO Frédéric,V2H,48,37:57:17,17:38:10,Francia
508,410 - TSCHIRRET Philippe,V2H,49,37:58:33,17:39:26,Francia
509,"1577 - BLONDEL Frédéric
LEZ'HARD TEAM",V1H,201,37:59:51,17:40:44,Francia
510,"913 - CHENG Yuanchao
SURF COAST TRAIL RUNNERS",V1H,202,38:00:45,17:41:38,Australia
511,"1631 - YAO Ying
RUNMA CLUB&69 ACTOR",V1H,203,38:00:56,17:41:49,China
512,"412 - PECK Martin
WEST 4 HARRIERS",V2H,50,38:02:29,17:43:22,Reino Unido
513,901 - GRASSART Benjamin,V1H,204,38:04:07,17:45:00,Francia
514,"2012 - DELBECQ Pierre
RIYADH ROAD RUNNERS",V2H,51,38:05:15,17:46:08,Francia
515,"1020 - FERRI Andrea
100X100 ANIMATRAIL",SEH,216,38:06:38,17:47:31,Italia
516,"1850 - GOVER Richard
YORK ACORN RUNNING CLUB",V1H,205,38:07:23,17:48:16,Reino Unido
517,2053 - GEORGESCU Laurentiu,SEH,217,38:10:11,17:51:04,Rumania
518,"1241 - GRANDCLEMENT Ludovic
TRIATHLON BASSIN BELLEGARDIEN",V1H,206,38:10:14,17:51:07,Francia
519,2079 - BALCE Andim Oben,V2H,52,38:12:06,17:52:59,Turquía
520,"1172 - MINTXERO CHAPARRO Luis
ERLAITZ MENDI ELKARTEA",V1H,207,38:13:15,17:54:08,España
521,"1546 - VILLANUEVA Abrahan
SMART RUNNERS / TRAILDOG COLOMBIA",SEH,218,38:14:46,17:55:39,Colombia
522,2772 - ARIAS CAMARGO Andres,SEH,219,38:14:47,17:55:40,Colombia
523,1061 - RAPOTAN Ionel,V1H,208,38:14:50,17:55:43,Rumania
524,1781 - CARR Nathan,V1H,209,38:14:54,17:55:47,Canadá
525,"1341 - MAHAMADOU Alhassane
DESESPERAID TEAM",SEH,220,38:15:12,17:56:05,Francia
526,1208 - CHAVEZ Anthony,V1H,210,38:15:43,17:56:36,Estados Unidos
527,655 - LEBRAY David,V1H,211,38:16:06,17:56:59,Francia
528,987 - DAYLOR Shaun,V1H,212,38:17:06,17:57:59,Estados Unidos
529,1007 - AHO Janne,SEH,221,38:17:38,17:58:31,Suecia
530,981 - D'ALESSIO Joseph,V1H,213,38:17:39,17:58:32,Estados Unidos
531,"964 - DIAS LANA JR Valmir
REVISTA TRAIL RUNNING",SEH,222,38:17:43,17:58:36,Brasil
532,1223 - NAUDE Le Roi,SEH,223,38:17:59,17:58:52,Sudáfrica
533,"2027 - VELLY Sébastien
FC LAON NATATION",V1H,214,38:18:38,17:59:31,Francia
534,"2026 - SCOBIE Stephen
PETTS WOOD RUNNERS",V2H,53,38:18:49,17:59:42,Reino Unido
535,"2114 - URBANIK Martin
STEFANIKTRAIL.SK",V1H,215,38:19:27,18:00:20,Eslovaquia
536,1545 - NOBLET Philippe,V1H,216,38:19:36,18:00:29,Francia
537,338 - KULYK Pierre,SEH,224,38:20:36,18:01:29,Francia
538,"1537 - SEGURA SISTAC Sergio
PENA GUARA",V1H,217,38:22:04,18:02:57,España
539,1019 - DAXL Anton,V1H,218,38:22:34,18:03:27,Austria
540,"1270 - BERTOTTI Norberto
SPORTLER TEAM",V1H,219,38:22:51,18:03:44,Italia
541,2071 - PICARD Pierre,V1H,220,38:23:18,18:04:11,Francia
542,"2761 - SANSO ROSSELLO Julian
C.E.MALALTS DE TURMELL",V1H,221,38:23:32,18:04:25,España
543,"2730 - SILVEIRA DE ALMEIDA Ligia
JVM TRAIL RUN",SEF,22,38:24:00,18:04:53,Brasil
544,"1120 - OCAMPO Grégory
LES 3 PETITS CHATS",SEH,225,38:25:38,18:06:31,Francia
545,"1622 - RICCI Jean-Marie
JMR38-L'Envol",V2H,54,38:27:20,18:08:13,Francia
546,437 - CZUPRYNA David,V1H,222,38:27:37,18:08:30,Bélgica
547,"840 - AICHINGER Dominik
ARCHITECT",V2H,55,38:27:39,18:08:32,Austria
548,"960 - JURADO Damien
CORBAS RUNNING",V1H,223,38:28:38,18:09:31,Francia
549,"1630 - GONZALEZ Jean-Marie
GINESTAS X TRAIL",V2H,56,38:29:10,18:10:03,Francia
550,"1043 - VALERO Ronnel
Team All Walks Of Life | Team Bandits",SEH,226,38:29:59,18:10:52,Filipinas
551,1778 - BERRY Jerome,V1H,224,38:30:13,18:11:06,Francia
552,"1074 - CELERIER Sebastien
POM'SY",SEH,227,38:30:50,18:11:43,Francia
553,2769 - ZASŁONKA Konrad,SEH,228,38:30:59,18:11:52,Polonia
554,2770 - ALLEGRET-BOURDON Franck,V1H,225,38:31:04,18:11:57,Francia
555,1035 - GIACOMINI Alessandro,SEH,229,38:32:18,18:13:11,Italia
556,1370 - CHOW Ming Ho,SEH,230,38:33:00,18:13:53,HK
557,1459 - CAMUS Ludovic,V1H,226,38:33:27,18:14:20,Francia
558,"747 - SHIMBO Kazuhisa
TEAM INOV-8 5TH",V1H,227,38:33:45,18:14:38,Japón
559,"1371 - QUINTANA MACHO Eloy
IMPRIMETELO",V1H,228,38:34:23,18:15:16,España
560,"880 - WAGENHEIM Laurent
CASTRIES RUNNING CLUB",SEH,231,38:34:37,18:15:30,Francia
561,"1982 - MOFFAT John
HIGHLAND HILL RUNNERS",V2H,57,38:35:42,18:16:35,Reino Unido
562,1235 - ROBERT Anthony,SEH,232,38:37:58,18:18:51,Francia
563,"1210 - DUCHEZEAU Xavier
ASC TOURNAN",V1H,229,38:38:54,18:19:47,Francia
564,1895 - ERVINCK Sebastien,SEH,233,38:39:58,18:20:51,Francia
565,"1401 - BURMAN Michał
KB GEPARD",V1H,230,38:40:15,18:21:08,Polonia
566,"863 - COUSINIE Mathieu
ATHLE 632 TOURNEFEUILLE",SEH,234,38:40:54,18:21:47,Francia
567,"681 - AGUILAR BRAVO Juan Diego
RUNNERS TEAM MELILLA",SEH,235,38:41:13,18:22:06,España
568,"936 - MARTY Yvon
TCAP",V1H,231,38:42:26,18:23:19,Francia
569,"1502 - CAMPIGNA Denis
CEVEN'TRAIL LE VIGAN",V2H,58,38:43:59,18:24:52,Francia
570,1361 - HANUS Martin,SEH,236,38:44:15,18:25:08,República Checa
571,1024 - HIRTZ Pascal,V2H,59,38:44:44,18:25:37,Francia
572,2045 - HIGUERAS GONZALEZ Angel,V1H,232,38:46:07,18:27:00,España
573,"1149 - COUTURIER Christophe
AMITIE NATURE MONTLUCON",V1H,233,38:46:17,18:27:10,Francia
574,965 - RIDDLE Stacie,V1F,19,38:46:19,18:27:12,Estados Unidos
575,"1384 - FISH Derek
CARNEGIE HARRIERS",V1H,234,38:50:23,18:31:16,Reino Unido
576,1023 - HARRANG Sebastien,SEH,237,38:51:04,18:31:57,Francia
577,456 - GROSMAIRE Nicolas,SEH,238,38:52:09,18:33:02,Francia
